병/의원명,전화번호,주 소 지 정보,위도,경도
연세365소아청소년과의원,031-796-3650,"경기도 하남시 미사강변대로226번길 26, (망월동, 미사원프라자) 302호",37.5698030282,127.1851806098
연세가정의원,031-668-6231,"경기도 평택시 관광특구로 37, (서정동)  3층 ",37.0670588598,127.0630229704
연세가정의원,031-769-8279,"경기도 광주시 오포읍 마루들길 216, 3층",37.3780307112,127.2554415385
연세가정의원,031-965-4268,"경기도 고양시 덕양구 은빛로29번길 30, (화정동) ",37.6394095600,126.8317230662
연세가정의원,031-982-7582,"경기도 김포시 풍무로 2, (풍무동) ",37.5963006932,126.7219498798
연세가정의학과소아과의원,031-502-8275,"경기도 안산시 상록구 해양1로 11, (사동, 푸르지오6차 상가) 203,204호",37.2949232801,126.8257940987
연세가정의학과의원,02-2684-7484,"경기도 광명시 광명로 892, (광명동) 2층",37.4785186326,126.8543344906
연세가정의학과의원,02-3679-9397,"경기도 과천시 별양상가1로 35, (별양동, 201-C호, 202호) 상아빌딩동 2층",37.4285447090,126.9935651074
연세가정의학과의원,031-264-8275,"경기도 용인시 수지구 대지로 46, (죽전동) 3층",37.3283215348,127.1145433299
연세가정의학과의원,031-419-7286,"경기도 안산시 상록구 본삼로 38, (본오동) 월드아파트상가3동 202호",37.3006986935,126.8641412504
연세가정의학과의원,031-437-1110,"경기도 안산시 상록구 건건1길 38, (건건동, 2층) ",37.3037954326,126.9017324256
연세가정의학과의원,031-511-0697,"경기도 남양주시 화도읍 수레로1233번길 11, (경향아파트상가) 203~205호 연세가정의학과",37.6468650740,127.3016881059
연세가정의학과의원,031-573-0599,"경기도 남양주시 진건읍 진건오남로 90, 2층, 3층",37.6587236213,127.1783517920
연세가정의학과의원,031-711-4568,"경기도 성남시 분당구 돌마로356번길 3, (수내동, 그랜드프라자) 317호",37.3697248747,127.1233349629
연세가정의학과의원,031-878-0544,"경기도 의정부시 회룡로 111, (호원동) 201호",37.7259634797,127.0465095198
연세가정의학과의원,031-946-0115,"경기도 파주시 문화로 65, (금촌동) ",37.7602710242,126.7757583658
연세가정의학과의원,032-666-0739,"경기도 부천시 부흥로 222, (중동) ",37.4956016802,126.7670858497
연세가족사랑의원,031-819-7575,"경기도 고양시 덕양구 백양로 71, (화정동, 삼라마이다스빌) 202호",37.6321043286,126.8335296255
연세굿바디의원,031-225-0700,"경기도 수원시 권선구 동수원로 232, (권선동, 롯데마트3층)  214-215호 ",37.2502595331,127.0346909506
연세권이비인후과의원,031-753-5075,"경기도 성남시 수정구 수정로 116, (수진동) 3층",37.4410408989,127.1331985697
연세그리어슨신경외과  의원,031-359-8825,"경기도 화성시 향남읍 행정중앙2로 63-3,   202,203(일부)호",37.1298628504,126.9219254521
연세김내과의원,031-284-7788,"경기도 용인시 기흥구 동백중앙로 283, (중동)  골드프라자 B동 1001~1005호 ",37.2780130791,127.1534878240
연세김내과의원,031-701-6113,"경기도 성남시 분당구 불정로376번길 37, (서현동, 범한프라자) 304호",37.3716294966,127.1394443553
연세김내과의원,031-873-0333,"경기도 의정부시 가능로 97, (가능동) 2층",37.7469744213,127.0420479710
연세꿈사랑소아청소년과의원,02-899-0899,"경기도 광명시 하안로 295, (하안동, 노벨빌딩) 3층",37.4619715724,126.8799705469
연세꿈소아청소년과의원,031-413-1277,"경기도 안산시 단원구 원초로 30, (원곡동, 보성프라자) 301호",37.3283996643,126.8016995834
연세내과의원,031-203-1245,"경기도 수원시 영통구 봉영로 1623, (영통동, 드림피아, 309호) ",37.2559361671,127.0747341538
연세내과의원,031-294-9797,"경기도 수원시 장안구 서부로 2123, (율전동) ",37.2981326097,126.9709212218
연세내과의원,031-311-6688,"경기도 시흥시 수인로 3378, (신천동, 반석프라자)  2,3층 ",37.4413708416,126.7837740137
연세내과의원,031-411-0090,"경기도 안산시 상록구 화랑로 514, (성포동, 주공아파트종합상가) 210,211호",37.3201591428,126.8448670065
연세내과의원,031-466-5575,"경기도 안양시 만안구 양화로 136, (박달동) 2층",37.4047075154,126.9094110217
연세내과의원,031-568-1188,"경기도 구리시 검배로 23, (수택동) 2층  연세내과",37.5990984574,127.1428133584
연세내과의원,031-733-8278,"경기도 성남시 중원구 광명로 331, (금광동) 2층",37.4457299707,127.1626334313
연세내과의원,031-753-8275,"경기도 성남시 수정구 수정로 106, (수진동, SR프라자) 301,302호",37.4407300685,127.1322180803
연세내과의원,031-795-6100,"경기도 하남시 신평로 49, (신장동, 일계빌딩) 3층",37.5382688232,127.2045365388
연세내과의원,031-8003-6588,"경기도 화성시 10용사로 343-2, (능동, 폴리클리닉) 3층 연세내과",37.1994228865,127.0558227532
연세내과의원,031-944-6655,"경기도 파주시 청석로 260, (동패동, 트리플메디칼타워) 4층",37.7251029959,126.7177384488
연세내과의원,031-985-2724,"경기도 김포시 김포대로 859, (사우동, 하나메디칼센터) 201호",37.6204019475,126.7183941535
연세노가의원,032-652-7588,"경기도 부천시 송내대로 43, (송내동) 송내전철역 가동 가 202 일부호",37.4876747409,126.7527718444
연세노블S의원,031-265-9123,"경기도 용인시 수지구 대지로 39, (죽전동, 양지프라자)  301호 ",37.3283458557,127.1138035288
연세놀이터소아청소년과의원,031-942-0515,"경기도 파주시 금빛로 24-28, (금촌동) 우성메디피아 2층 204~205호",37.7516548512,126.7682734780
연세누리소아청소년과의원,031-647-3373,"경기도 평택시 상서재로 55, (동삭동, 평택센트럴자이 3단지) 근생1동 02,03호",37.0205664720,127.0976854058
연세누리소아청소년과의원,031-979-5145,"경기도 고양시 덕양구 중앙로 628, (화정동) 3층 303호",37.6275362158,126.8289123396
연세뉴키즈소아청소년과의원,031-273-8253,"경기도 용인시 기흥구 서천로127번길 3-3, (서천동, 에스비타운 403호) ",37.2368380287,127.0724896774
연세다봄의원,031-691-8131,"경기도 평택시 동삭1로22번길 19-17, (동삭동) 메인프라자 2층 206,207호",37.0206357619,127.0929779871
연세대학교 의과대학 용인세브란스병원,031-1899-1004,"경기도 용인시 기흥구 동백죽전대로 363, (중동)  ",37.2706982209,127.1482856592
연세더리더스내과의원,031-711-8795,"경기도 성남시 분당구 느티로 27, (정자동, 하나프라자) 4층 일부호",37.3688224332,127.1075207646
연세더바른병원,031-8048-9871,"경기도 김포시 김포한강4로 543, (구래동) 지오프라자 3,4층",37.6453256320,126.6235663115
연세더블유재활의학과의원,02-6081-9800,"경기도 광명시 광명로 906, (광명동)  현대아이타워 501호 ",37.4797435243,126.8548963904
연세더자람소아청소년과의원,031-8027-8775,"경기도 하남시 아리수로 570, (망월동) 미사역 효성해링턴 타워 더 퍼스트 상가2층 2027, 2028-1호",37.5668150295,127.1904109851
연세두리소아청소년과의원,031-714-5775,"경기도 성남시 분당구 돌마로 80, (구미동, 현대벤처빌) 2층 6~7호",37.3496865749,127.1103824418
연세드림내과의원,031-316-8275,"경기도 시흥시 은계번영길 1, (은행동) 태산W타워 4층 405~408호, 401~402호",37.4365607035,126.8016085731
연세드림내과의원,031-336-9036,"경기도 용인시 처인구 금령로 98, (김량장동,2층) ",37.2354100085,127.2070475785
연세라인의원,031-397-8176,"경기도 군포시 고산로 679, (산본동, 미성프라자) 404호",37.3710839056,126.9339740138
연세류내과의원,031-241-2171,"경기도 수원시 장안구 송원로 81, (조원동) 203호",37.3021366951,127.0092288093
연세마내과의원,031-567-7585,"경기도 구리시 이문안로 86, (수택동) 하나로마트 구리농협 4층",37.5917910119,127.1410564707
연세마두병원,031-902-5000,"경기도 고양시 일산동구 강석로 123, (마두동, 뉴삼창마트) ",37.6519010573,126.7787836727
연세마리소아청소년과의원,031-204-5705,"경기도 수원시 영통구 영통로153번길 98, (망포동) 3층",37.2414153879,127.0499076562
연세마취통증의학과의원,031-521-0375,"경기도 남양주시 와부읍 덕소로 93, (희빌딩)  6층 ",37.5858664752,127.2124094250
연세맑은내과의원,031-762-2223,"경기도 광주시 파발로151번길 5-5, (경안동) 3층 301호",37.4136520165,127.2541719251
연세맑은이비인후과의원,031-709-0075,"경기도 성남시 분당구 동판교로 61, (백현동) 자유퍼스트프라자2 401호, 403호",37.3884747500,127.1153744194
연세맑은이비인후과의원,032-346-5565,"경기도 부천시 옥길로 111, (옥길동) 4층 402호",37.4671064358,126.8218421684
연세맘소아청소년과의원,02-478-1551,"경기도 하남시 감일백제로 105, (감이동) 신성메디타워 401호",37.5046789632,127.1612309089
연세맘스그린여성의원,031-938-3070,"경기도 고양시 덕양구 무원로6번길 20, (행신동)  M타워 5층 504,505호 ",37.6134273049,126.8337023116
연세메디의원,031-425-8576,"경기도 의왕시 백운중앙로 84, (학의동) 예수교대한성결교회백운호수교회 1층 101호",37.3703095418,127.0089790765
연세메디의원,031-427-8266,"경기도 군포시 고산로211번길 31, (당정동, 성원프라자)  203호 ",37.3439051000,126.9509706604
연세메디칼의원,032-346-0165,"경기도 부천시 범안로 31, (괴안동) 명성프라자 2층",37.4789242093,126.8072903849
연세모두의원,031-996-7300,"경기도 김포시 김포한강9로 30, (구래동) 3층 302-303호",37.6395216920,126.6271662517
연세모든의원,031-715-1365,"경기도 광주시 오포읍 새말길 75, 1층",37.3663102974,127.1594775366
연세문소아청소년과의원,031-8006-2266,"경기도 용인시 기흥구 동백중앙로 283, (중동)  골드프라자 B동 5층 ",37.2780130791,127.1534878240
연세물푸레소아청소년과의원,031-275-7848,"경기도 용인시 기흥구 구성3로28번길 24, (청덕동, 가나프라자1차) ",37.2955880173,127.1521500560
연세미금내과의원,031-717-8175,"경기도 성남시 분당구 돌마로 73, (금곡동, 우방코아) 502호",37.3503991195,127.1100803302
연세미담의원,031-796-5522,"경기도 하남시 하남대로 837, (덕풍동)  남도빌딩 2층 ",37.5424199548,127.2048187680
연세미래이비인후과의원,031-275-8217,"경기도 용인시 기흥구 새천년로26번길 2, (신갈동, 센타프라자) 3층",37.2890497085,127.1119495348
연세미소내과의원,031-978-2477,"경기도 고양시 덕양구 화중로 72, (화정동, 홀인원프라자) 402호",37.6336374403,126.8310546336
연세미즈산부인과의원,031-321-7227,"경기도 용인시 처인구 금학로 345, (김량장동)  연세미즈산부인과 5층 ",37.2370722781,127.2020793244
연세민혜원산부인과의원,031-972-4222,"경기도 고양시 덕양구 화중로 76, (화정동, 대감빌딩)  501호 ",37.6339356817,126.8311283913
연세믿음내과의원,031-8070-0111,"경기도 파주시 와석순환로 133, (동패동)  형성프라자 304호 ",37.7121352961,126.7451316999
연세바른가정의학과의원,031-948-7717,"경기도 파주시 교하로159번길 7, (목동동) 목동프라자2 201, 202호",37.7229368094,126.7386513359
연세바른신경외과의원,031-261-8922,"경기도 용인시 수지구 성복2로 52,  (성복동) 2층",37.3138849657,127.0799403640
연세바른의원,031-312-9481,"경기도 시흥시 시흥대로 1121, (신천동) 신천휴먼시아 상가조합 4층",37.4355508869,126.7911706288
연세박내과의원,031-405-8844,"경기도 안산시 단원구 초지로 114, (초지동, 주공프라자) 303호",37.3088274536,126.8152951922
연세박상학의원,02-503-7581,"경기도 과천시 별양로 28, (원문동, 래미안슈르상가 B동 2072호~2073호) ",37.4211854985,126.9912426018
연세박임재소아청소년과의원,031-917-4451,"경기도 고양시 일산서구 일산로 524, (일산동, 동심프라자) 203호",37.6772140967,126.7697598427
연세밝은내과의원,031-997-3710,"경기도 김포시 풍무로 104, (풍무동)  윤슬프라자 3층 302-304호 ",37.6048646816,126.7225655575
연세베스트의원,031-488-9910,"경기도 시흥시 서울대학로278번길 19-13, (정왕동, 시흥배곧 C1 호반 써밋플레이스) 107동 2층 A206호~A208호",37.3704864059,126.7277384749
연세별가람소아청소년과의원,031-529-3307,"경기도 남양주시 별내3로 340, (별내동, 천보프라자)  3층 301호 ",37.6676939167,127.1166370994
연세별내내과의원,031-527-3636,"경기도 남양주시 별내중앙로 54, (별내동) 예스프라자프론티어 2층",37.6473160736,127.1238685597
연세본내과의원,031-831-8910,"경기도 화성시 동탄순환대로 127-17, (산척동) 우성메디피아 4층 411~414호",37.1670008890,127.1072678511
연세본사랑병원,032-650-5539,"경기도 부천시 장말로 376, (심곡동) 지하1,2층 지상2~10층",37.4897862627,126.7836400746
연세본정형외과의원,02-371-1110,"경기도 고양시 덕양구 동세로 19, (동산동, 메디프라자)  2층 ",37.6445427586,126.8863359484
연세봄내과의원,031-8035-6655,"경기도 파주시 미래로 371, (동패동)  5층 501,502,503,504호 ",37.7110848955,126.7458607772
연세봄내과의원,031-969-5678,"경기도 고양시 일산동구 위시티4로 46, (식사동, 위시티일산자이2단지아파트) 3층 303A,304,306호",37.6841360946,126.8145837020
연세봄이비인후과의원,031-746-7575,"경기도 성남시 수정구 위례광장로 310, (창곡동, 우성트램타워) 5층 503,504호",37.4727089219,127.1429390376
연세부천의원,032-667-8203,"경기도 부천시 조종로 8, (원미동) 성원빌딩 지하1, 1, 2 층",37.4932579885,126.7856504472
연세비젼의원,032-348-6300,"경기도 부천시 경인로 520, (괴안동) 창성빌딩 302호",37.4844123444,126.8129577410
연세사랑꽃소아과의원,031-979-9717,"경기도 고양시 덕양구 토당로 52, (토당동, 능곡역프라자) 301호",37.6204955380,126.8205929202
연세사랑소아청소년과의원,031-565-7977,"경기도 남양주시 다산지금로 139, (다산동) 303호",37.6005611278,127.1743293521
연세사랑의원,031-435-0970,"경기도 시흥시 월곶중앙로30번길 4, (월곶동, 주영프라자) 201호",37.3876934469,126.7423982617
연세산부인과의원,031-211-5151,"경기도 수원시 영통구 중부대로 333, (원천동) ",37.2736319986,127.0522148109
연세산부인과의원,031-988-3575,"경기도 김포시 통진읍 김포대로2230번길 14-1, (2층) ",37.6905074499,126.5989591289
연세삼성의원,031-429-0702,"경기도 안양시 동안구 포도원로 37-1, (호계동) ",37.3625543122,126.9661270742
연세삼육오매일의원,031-977-3657,"경기도 고양시 일산동구 성석로 30, (중산동) 2층",37.6828771491,126.7908772507
연세새로운병원,031-885-7582,"경기도 여주시 영릉로 22, (창동) ",37.2898734473,127.6329333093
연세생명나무내과의원,031-758-1088,"경기도 성남시 수정구 위례광장로 27, (창곡동, 으뜸프라자) 303,304호",37.4669447793,127.1400977738
연세서울병원,031-415-1010,"경기도 안산시 상록구 선암로 40, (본오동, 드들요양병원) ",37.2884837134,126.8631381159
연세선내과의원,031-391-2323,"경기도 군포시 고산로 696, (산본동, 산본메디칼빌딩) 3층",37.3717669461,126.9357242191
연세선내과의원,031-970-7585,"경기도 고양시 덕양구 화중로 76, (화정동, 대감빌딩)  303,305,306호 ",37.6339356817,126.8311283913
연세성모의원,031-502-7575,"경기도 안산시 상록구 부곡로 130, (부곡동, 연세성모의원) ",37.3333273648,126.8639053550
연세세브란스의원,031-242-5440,"경기도 수원시 장안구 창훈로52번길 2, (연무동) ",37.2970099741,127.0302905593
연세세현내과의원,031-733-5223,"경기도 성남시 중원구 산성대로 492, (은행동) 2층",37.4551369636,127.1621968507
연세소리이비인후과의원,031-335-5030,"경기도 용인시 처인구 중부대로 1305, (역북동, 흥양빌딩) 2층",37.2362651582,127.1899729025
연세소망내과의원,031-985-2209,"경기도 김포시 사우중로 83, (북변동, 사우테마프라자)  302호 ",37.6221045528,126.7207507397
연세소아과의원,02-2681-8768,"경기도 광명시 오리로 957, (광명동, 누가빌딩) 3층",37.4784565844,126.8567180798
연세소아과의원,031-226-5275,"경기도 화성시 효행로 1073, (진안동, 거성프라자) 501,502호",37.2154178429,127.0439482058
연세소아과의원,031-444-0377,"경기도 안양시 동안구 관악대로 129, (비산동) ",37.3991967980,126.9384221533
연세소아과의원,031-796-8275,"경기도 하남시 신장로 152, (덕풍동) 3층 A호",37.5395228986,127.2021965333
연세소아청소년과의원,031-212-3375,"경기도 수원시 영통구 중부대로448번길 106, (원천동) 선우빌딩 3층",37.2667171095,127.0588106138
연세소아청소년과의원,031-261-1002,"경기도 용인시 수지구 정평로 40-1, (풍덕천동, 거묵상가1) 3층 303호",37.3199421122,127.0876505281
연세소아청소년과의원,031-298-8857,"경기도 수원시 권선구 호매실로218번길 126, (호매실동) 3층",37.2660934474,126.9608938095
연세소아청소년과의원,031-311-1547,"경기도 시흥시 은계번영길 13, (은행동) 아리테타워 4층 401~402호",37.4373531224,126.8025633239
연세소아청소년과의원,031-981-2097,"경기도 김포시 김포한강2로 222, (장기동, 대영메디칼아카데미) 304호",37.6453860134,126.6610119481
연세속시원의원,031-392-3090,"경기도 군포시 번영로 502, (금정동, 역사상가 301,307,311,313,314,315,316,405호) ",37.3576017996,126.9334141107
연세속앤마디편한내과의원,031-548-0567,경기도 용인시 기흥구 기흥역로 63 ,37.2751177604,127.1186053023
연세손내과의원,031-284-3053,"경기도 용인시 기흥구 구성로 110, (언남동, 용구프라자 2층) ",37.2931861180,127.1209096594
연세손소아청소년과의원,031-755-3066,"경기도 성남시 수정구 시민로 227, (태평동) 2층",37.4480791491,127.1405300003
연세송내과의원,031-8070-1198,"경기도 파주시 후곡로 3, (금촌동) 2층 203호, 3층 304호",37.7571594204,126.7740434341
연세송내과의원,031-907-7511,"경기도 고양시 일산동구 중앙로 1080, (백석동, 남정골드프라자 501~503호) ",37.6456385346,126.7852311079
연세수내과의원,032-349-2222,"경기도 부천시 옥길로 111, (옥길동) 드림탑프라자 501호,502호,503호",37.4671064358,126.8218421684
연세스타병원,031-1670-7088,"경기도 성남시 수정구 산성대로 267, (신흥동) 5층 일부, 6층",37.4413240031,127.1464467636
연세스타의원,031-529-6565,"경기도 남양주시 별내5로 189-130, (별내동, 별내우미린스타포레) 상가동 208,209호 연세스타의원",37.6660422012,127.1314122546
연세슬기로운소아청소년과의원,031-203-0406,"경기도 수원시 영통구 덕영대로 1400, (망포동, 영통아이파크캐슬2단지) 2층 204호,205호,206호",37.2418307867,127.0414551121
연세신영의원,031-759-4292,"경기도 성남시 수정구 복정로 83, (복정동)  3층 ",37.4603973862,127.1265349715
연세신일의원,031-966-0206,"경기도 고양시 덕양구 호국로 788, (성사동) 2층",37.6563623584,126.8362701061
연세신통외과의원,031-444-8275,"경기도 안양시 만안구 안양로314번길 24, (안양동) 1,2,3,5,6층",37.4005677810,126.9217890339
연세신통의원,031-225-1522,"경기도 수원시 팔달구 인계로 52, (인계동) 제2용신빌딩 201호",37.2690720450,127.0232828514
연세아란산부인과의원,031-793-7000,"경기도 하남시 미사강변대로54번길 121, (풍산동)  연세아란빌딩 2~5층 ",37.5579110322,127.1888410837
연세아름소아과의원,031-781-4101,"경기도 성남시 분당구 판교로 442, (이매동, 우일프라자) 402호",37.4051504964,127.1228838420
연세아이들소아청소년과의원,031-922-3268,"경기도 고양시 일산서구 탄중로233번길 25, (탄현동)  양우프라자 2층 201,202,203,204호 ",37.6946201979,126.7703909853
연세아이랑소아청소년과의원,031-914-1121,"경기도 고양시 일산서구 중앙로 1564, (대화동, 그린빌딩) 403호",37.6762119175,126.7482743292
연세아이맘소아청소년과의원,031-731-0088,"경기도 성남시 중원구 은이로5번길 1, (은행동) 건영빌딩 2층,6층",37.4579484644,127.1648137136
연세아이웰소아청소년과의원,031-225-8677,"경기도 수원시 권선구 동수원로 232, (권선동) 3층",37.2502595331,127.0346909506
연세아이웰의원,031-225-8677,"경기도 수원시 권선구 동수원로 232, (권선동) 3층",37.2502595331,127.0346909506
연세아주소아청소년과의원,031-797-9754,"경기도 광주시 중앙로 110, (경안동, 로얄팰리스 302호)  ",37.4096322312,127.2585704139
연세에이치의원,031-213-2700,"경기도 수원시 영통구 매영로 84, (매탄동, 한국아파트) 상가동 201,203,204호",37.2681997491,127.0500434816
연세엘림요양병원,031-255-0006,"경기도 수원시 장안구 수성로 341, (정자동) ",37.2929614280,127.0093165583
연세엘소아청소년과의원,031-414-1010,"경기도 시흥시 목감남서로 9-19, (조남동) 3층 303호",37.3777849619,126.8527709131
연세영림의원,031-971-8575,"경기도 고양시 덕양구 서정마을로 5, (행신동, 행신프라자) 2층",37.6183692104,126.8469449717
연세예소아청소년과의원,031-886-1208,"경기도 여주시 세종로 145-7, (홍문동) 203호",37.2853590083,127.6357148663
연세오케이병원,031-848-0885,"경기도 의정부시 경의로 107, (의정부동)  2~6(일부제외)층 ",37.7333913908,127.0475466162
연세올바른내과의원,031-647-0977,경기도 안성시 공도읍 공도로 83 ,36.9998495571,127.1703148994
연세와이투이비인후과의원,031-988-5075,"경기도 김포시 풍무로 25, (풍무동, 센트럴메디프라자) 303호",37.5980423954,126.7201967103
연세요양병원,031-944-6123,"경기도 파주시 방촌로326번길 46, (맥금동) ",37.7733015456,126.7271371184
연세우리내과의원,031-426-8193,"경기도 안양시 동안구 흥안대로456번길 82, (평촌동, 밀네이엄프라자) 2층",37.3931856374,126.9799482217
연세우리소아과의원,031-451-1141,"경기도 안양시 동안구 경수대로 446, (호계동)  이편한세상아파트 22동 C상가 3층 301호 ",37.3632652043,126.9608163481
연세우리소아청소년과의원,031-376-9637,"경기도 오산시 경기대로 178, (원동, 비젼탑) 302호",37.1406430311,127.0739045273
연세우리의원,031-408-8275,"경기도 안산시 상록구 항가울로 14-1, (사동) 2~3층",37.2831622745,126.8475807604
연세우의원,031-757-8577,"경기도 성남시 중원구 광명로 114, (성남동) 203호",37.4360128529,127.1413638116
연세원내과의원,031-8077-2123,"경기도 오산시 내삼미로 93, (수청동) 백현프라자 3층",37.1705360165,127.0657862402
연세원내과의원,031-848-8700,"경기도 양주시 고읍로 76, (광사동, 304,308호)  ",37.7964105785,127.0797590855
연세웰소아청소년과의원,031-796-8705,"경기도 하남시 덕풍북로 259, (덕풍동) 1층",37.5480176732,127.2100502828
연세유효민내과의원,031-718-0702,"경기도 성남시 분당구 내정로 167, (수내동, 양지프라임) 305호",37.3738941539,127.1191497003
연세은혜산부인과의원,031-364-8175,"경기도 시흥시 목감남서로 9-19, (조남동)  301호 ",37.3777849619,126.8527709131
연세의원,031-247-2476,"경기도 수원시 팔달구 팔달문로93번길 4, (지동) ",37.2810088160,127.0264427121
연세의원,031-265-0901,"경기도 용인시 기흥구 신촌로47번길 2, (보정동, 보정프라자)  ",37.3077121655,127.1103081943
연세의원,031-426-8889,"경기도 의왕시 안양판교로 211, (청계동, 세종메디칼프라자) 4층 401호",37.3898202747,126.9946466163
연세의원,031-487-9191,"경기도 안산시 단원구 중앙대로 915, (고잔동, 월드코아빌딩) 516~517호",37.3171830289,126.8382700589
연세의원,031-592-5552,"경기도 남양주시 평내로29번길 49, (평내동, 엠2프라자) 304호",37.6458602111,127.2356587137
연세의원,031-836-8412,"경기도 양주시 광적면 광적로 4, 천성빌딩 2층",37.8200197062,126.9852758798
연세이룬소아청소년과의원,031-8050-2525,"경기도 화성시 동탄대로4길 39, (장지동) 포트센트럴파크 305호",37.1618176182,127.1102471493
연세이명호이비인후과의원,02-2616-9935,"경기도 광명시 오리로 955, (광명동) 2층",37.4784902694,126.8569306759
연세이비인후과의원,031-222-0977,"경기도 화성시 효행로 1073, (진안동, 거성프라자) 602호",37.2154178429,127.0439482058
연세이비인후과의원,031-261-0275,"경기도 용인시 수지구 만현로 103, (상현동, 한길프라자) 4층 401호",37.3073826722,127.0854504384
연세이비인후과의원,031-313-1991,"경기도 시흥시 삼미시장1길 13-1, (신천동) 2층",37.4402728505,126.7846535969
연세이비인후과의원,031-414-8811,"경기도 안산시 단원구 선부로 185, (선부동, 대흥빌딩) 201호",37.3419831576,126.8156968022
연세이비인후과의원,031-452-5335,"경기도 의왕시 원골로 15, (오전동) 국화아파트상가 2층",37.3587889905,126.9676714618
연세이비인후과의원,031-476-8272,"경기도 안양시 동안구 평촌대로227번길 50, (호계동, 명성빌딩) 302호",37.3910398161,126.9526374792
연세이비인후과의원,031-556-3375,"경기도 구리시 경춘로 253, (인창동)  다우스퀘어 4층 401호 ",37.6022292278,127.1430280519
연세이비인후과의원,031-878-4748,"경기도 의정부시 시민로 48, (의정부동, 아이월드빌딩) 2층",37.7379186450,127.0403792097
연세이비인후과의원,032-345-3600,"경기도 부천시 역곡로 3, (역곡동, 덕지빌딩) ",37.4856164467,126.8114250451
연세이비인후과의원,032-614-2288,"경기도 부천시 경인로 217, (심곡본동) 3층 일부호",37.4835175261,126.7798443719
연세자연내과의원,032-342-7500,"경기도 부천시 범안로 221, (옥길동) 옥길헤리움타운 201호",37.4626514678,126.8127430548
연세재활의학과의원,031-656-5111,"경기도 평택시 평택로 41, (평택동) ",36.9911255007,127.0870808095
연세재활의학과의원,031-662-7877,"경기도 평택시 서정역로 52-1, (서정동) ",37.0585790739,127.0549941089
연세재활의학과의원,031-919-3032,"경기도 고양시 일산서구 중앙로 1573, (대화동, 킨텍스프라자) 3층",37.6759526389,126.7470216027
연세전문의원,032-612-3185,"경기도 부천시 부흥로 181, (중동, 세민빌딩) 107호",37.4966298607,126.7627162459
연세정내과의원,031-792-7576,"경기도 하남시 미사강변대로 228, (망월동, 미사메디프라자)  501호 ",37.5698861591,127.1839902300
연세정의원,031-374-3677,"경기도 오산시 오산로 300, (오산동) 2층",37.1537586710,127.0688265652
연세정이비인후과의원,031-652-1144,"경기도 평택시 평남로 937, (비전동)  폴리프라자 5층 504호 ",37.0043914571,127.1044529678
연세정형외과의원,031-946-7582,"경기도 파주시 미래로602번길 11, (와동동, 메디스타워) 601,602호",37.7313958577,126.7520111966
연세제일내과의원,031-755-4243,"경기도 성남시 중원구 성남대로1148번길 2, (성남동, 소평빌딩)  5층 ",37.4322763209,127.1295074388
연세제일의원,031-664-7577,"경기도 평택시 탄현로 320, (지산동) ",37.0808170202,127.0558765896
연세제일의원,031-741-8275,"경기도 성남시 중원구 산성대로 522, (은행동, 백산빌딩) 3층",37.4572968074,127.1640692561
연세조내과의원,031-437-1119,"경기도 안산시 상록구 샘골로 147, (본오동, 대산빌딩) ",37.2969891681,126.8628483018
연세조이소아청소년과의원,031-364-8375,"경기도 시흥시 배곧1로 27-15, (정왕동, 한라비발디캠퍼스) 상가2동 203호",37.3653425551,126.7127678318
연세준마취통증의학과의원,031-281-4002,"경기도 용인시 기흥구 구성로 95, (언남동, 타임빌딩 4층) ",37.2941818155,127.1201512235
연세지성의원,031-387-0931,"경기도 안양시 동안구 학의로 24, (비산동, 관악타운종합상가)  129호 ",37.3960661184,126.9429325587
연세진내과의원,031-8067-8200,"경기도 수원시 영통구 광교호수공원로 277, (원천동, 중흥 S-클래스) B2층 24~27호",37.2839417579,127.0567779975
연세코웰이비인후과의원,031-399-0015,"경기도 군포시 산본로323번길 20-17, (산본동, 거성빌딩2차) 302～305호",37.3592649099,126.9311985377
연세쿰내과의원,031-914-7508,"경기도 고양시 일산서구 일산로 526, (일산동, 진송빌딩) 2,5층",37.6772758675,126.7696028778
연세키즈365소아청소년과의원,031-374-0365,"경기도 화성시 동탄순환대로 263, (산척동) 풍산리치안타워 406,407호",37.1711526295,127.1185789722
연세키즈소아청소년과의원,031-8015-1375,"경기도 화성시 동탄지성로 136, (능동, 우리프라자) 2층 201,202호",37.2097097769,127.0606878984
연세키즈웰 소아청소년과의원,031-942-0877,"경기도 파주시 청암로17번길 17, (목동동, 홈플러스) 2층",37.7295685992,126.7367600551
연세킹의원,031-508-0365,"경기도 안산시 단원구 중앙대로 421, (신길동, 모리아 오피스텔) 302-3,303,304호",37.3300256220,126.7865042217
연세탑내과의원,032-212-0700,"경기도 부천시 경인로 65, (송내동) 혜영빌딩 301호",37.4839809396,126.7626394582
연세탑의원,031-509-5075,"경기도 시흥시 배곧4로 32-19, (정왕동) 3층 304호, 305호",37.3772903404,126.7262343782
연세튼튼소아청소년과의원,02-899-0550,"경기도 광명시 오리로 374, (소하동, 인선빌딩) 4층 402호",37.4357818029,126.8796923880
연세패밀리의원,031-656-2377,경기도 평택시 평택5로 30 (합정동) 연세패밀리의원,36.9883655372,127.1117607675
연세패밀리의원,031-8067-4005,"경기도 수원시 권선구 세화로 134, (서둔동, 롯데몰 수원점) 2층",37.2641779524,126.9972937713
